state	year	month	date	pollster	pollster_safe	purchaser	purchaser_safe
thueringen	2007	7	17.07.2007	dimap	dimap	MDR	mdr
thueringen	2007	5	24.05.2007	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2007	5	20.05.2007	Emnid	emnid	Bild amSonntag	bildamsonntag
thueringen	2007	2	23.02.2007	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2006	12	15.12.2006	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2006	8	28.08.2006	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2006	3	07.03.2006	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2006	1	03.01.2006	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2005	7	19.07.2005	Uni Jena	unijena	ThüringerStaatskanzlei	thueringerstaatskanzlei
thueringen	2005	6	06.06.2005	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2005	1	24.01.2005	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2004	6	04.06.2004	Forsch’gr.Wahlen	forschungsgruppewahlen	ZDF	zdf
thueringen	2004	6	04.06.2004	Infratestdimap	infratestdimap	WDR	wdr
thueringen	2004	6	03.06.2004	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2004	6	02.06.2004	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2004	6	02.06.2004	Forsa	forsa	Stern, RTL	stern_rtl
thueringen	2004	6	01.06.2004	aproxima	aproxima	ThüringerAllgemeine	thueringerallgemeine
thueringen	2004	4	30.04.2004	aproxima	aproxima	SüdthüringerZeitung	suedthueringerzeitung
thueringen	2004	3	27.03.2004	aproxima	aproxima	SüdthüringerZeitung	suedthueringerzeitung
thueringen	2004	3	25.03.2004	Infratestdimap	infratestdimap	MDR	mdr
thueringen	2004	3	09.03.2004	aproxima	aproxima	ThüringerAllgemeine	thueringerallgemeine
thueringen	2004	2	28.02.2004	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2003	12	06.12.2003	apropro!	apropro!	ThüringerAllgemeine	thueringerallgemeine
thueringen	2003	11	08.11.2003	apropro!	apropro!	ThüringerAllgemeine	thueringerallgemeine
thueringen	2003	10	16.10.2003	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2003	7	18.07.2003	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2003	7	05.07.2003	apropro!	apropro!	ThüringerAllgemeine	thueringerallgemeine
thueringen	2003	6	20.06.2003	Projekt Contor	projektcontor	B’90/GRÜNEThüringen	b’90/gruenethueringen
thueringen	2003	4	08.04.2003	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2003	3	08.03.2003	apropro!	apropro!	ThüringerAllgemeine	thueringerallgemeine
thueringen	2003	1	24.01.2003	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2002	10	22.10.2002	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2002	7	09.07.2002	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2002	4	22.04.2002	apropro!	apropro!	BILD*	bild
thueringen	2002	4	20.04.2002	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2001	12	21.12.2001	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2001	11	03.11.2001	apropro!	apropro!	ThüringerAllgemeine	thueringerallgemeine
thueringen	2001	10	27.10.2001	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	2001	7	10.07.2001	IfM Leipzig	ifmleipzig	Freies Wort	freieswort
thueringen	1999	9	01.09.1999	Infratestdimap	infratestdimap	MDR	mdr
thueringen	1999	8	06.08.1999	Infratestdimap	infratestdimap	MDR	mdr
